Amorphous Ice
      1.20000
Ref: Li & Greenberg 1998, A&A, 331, 291; Aigen Li <agli@strw.leidenuniv.nl> to Wyatt (Apr 27, 2000)
    1181
Wavelength (microns), Re(eps), Im(eps)
      2980.00      3.15684    0.0566365
      2960.00      3.16071    0.0568622
      2940.00      3.16135    0.0570610
      2920.00      3.16085    0.0572514
      2900.00      3.16045    0.0574452
      2880.00      3.16017    0.0576417
      2860.00      3.15985    0.0578397
      2840.00      3.15952    0.0580401
      2820.00      3.15920    0.0582427
      2800.00      3.15888    0.0584473
      2780.00      3.15859    0.0586548
      2760.00      3.15831    0.0588643
      2740.00      3.15802    0.0590760
      2720.00      3.15770    0.0592898
      2700.00      3.15738    0.0595061
      2680.00      3.15709    0.0597248
      2660.00      3.15680    0.0599463
      2640.00      3.15652    0.0601704
      2620.00      3.15620    0.0603965
      2600.00      3.15591    0.0606254
      2580.00      3.15559    0.0608569
      2560.00      3.15534    0.0610918
      2540.00      3.15505    0.0613292
      2520.00      3.15473    0.0615687
      2500.00      3.15441    0.0618114
      2480.00      3.15412    0.0620573
      2460.00      3.15383    0.0623060
      2440.00      3.15351    0.0625579
      2420.00      3.15319    0.0628125
      2400.00      3.15287    0.0630704
      2380.00      3.15254    0.0633318
      2360.00      3.15226    0.0635970
      2340.00      3.15193    0.0638651
      2320.00      3.15161    0.0641363
      2300.00      3.15129    0.0644114
      2280.00      3.15097    0.0646901
      2260.00      3.15065    0.0649722
      2240.00      3.15032    0.0652582
      2220.00      3.15000    0.0655485
      2200.00      3.14968    0.0658423
      2180.00      3.14932    0.0661396
      2160.00      3.14900    0.0664418
      2140.00      3.14864    0.0667479
      2120.00      3.14828    0.0670582
      2100.00      3.14796    0.0673735
      2080.00      3.14760    0.0676930
      2060.00      3.14724    0.0680167
      2040.01      3.14685    0.0683452
      2020.01      3.14649    0.0686792
      2000.01      3.14609    0.0690172
      1980.01      3.14574    0.0693614
      1960.01      3.14538    0.0697100
      1940.01      3.14498    0.0700640
      1920.01      3.14455    0.0704231
      1900.01      3.14419    0.0707887
      1880.01      3.14380    0.0711599
      1860.01      3.14337    0.0715370
      1840.01      3.14294    0.0719197
      1820.01      3.14255    0.0723092
      1800.01      3.14212    0.0727049
      1780.01      3.14169    0.0731073
      1760.01      3.14126    0.0735164
      1740.01      3.14082    0.0739329
      1720.01      3.14039    0.0743565
      1700.01      3.13989    0.0747865
      1680.01      3.13946    0.0752252
      1660.01      3.13900    0.0756718
      1640.01      3.13849    0.0761254
      1620.01      3.13799    0.0765878
      1600.01      3.13753    0.0770594
      1580.01      3.13702    0.0775394
      1560.01      3.13652    0.0780292
      1540.01      3.13598    0.0785276
      1520.01      3.13548    0.0790361
      1500.01      3.13494    0.0795542
      1480.01      3.13441    0.0800832
      1460.01      3.13383    0.0806227
      1440.01      3.13326    0.0811734
      1420.01      3.13269    0.0817353
      1400.01      3.13208    0.0823094
      1380.01      3.13150    0.0828963
      1360.01      3.13089    0.0834956
      1340.01      3.13025    0.0841075
      1320.01      3.12960    0.0847337
      1300.01      3.12899    0.0853748
      1280.01      3.12831    0.0860304
      1260.01      3.12759    0.0867002
      1240.01      3.12691    0.0873873
      1220.01      3.12619    0.0880911
      1200.01      3.12548    0.0888117
      1180.01      3.12476    0.0895516
      1160.01      3.12397    0.0903090
      1140.01      3.12322    0.0910866
      1120.01      3.12239    0.0918841
      1100.01      3.12157    0.0927037
      1080.01      3.12074    0.0935461
      1060.01      3.11984    0.0944111
      1040.01      3.11898    0.0953019
      1020.01      3.11808    0.0962181
      1000.01      3.11715    0.0971606
      995.005      3.11690    0.0974004
      990.005      3.11665    0.0976423
      985.005      3.11640    0.0978860
      980.005      3.11615    0.0981317
      975.005      3.11593    0.0983794
      970.005      3.11568    0.0986287
      965.005      3.11543    0.0988800
      960.005      3.11518    0.0991335
      955.005      3.11493    0.0993887
      950.005      3.11468    0.0996460
      945.005      3.11442    0.0999053
      940.005      3.11417     0.100166
      935.005      3.11389     0.100429
      930.005      3.11363     0.100695
      925.005      3.11338     0.100963
      920.005      3.11313     0.101233
      915.005      3.11284     0.101505
      910.005      3.11256     0.101778
      905.005      3.11231     0.102055
      900.005      3.11205     0.102334
      895.005      3.11177     0.102615
      890.005      3.11148     0.102898
      885.005      3.11119     0.103184
      880.005      3.11091     0.103471
      875.005      3.11062     0.103762
      870.005      3.11033     0.104055
      865.005      3.11004     0.104351
      860.005      3.10976     0.104648
      855.005      3.10947     0.104949
      850.005      3.10915     0.105252
      845.005      3.10886     0.105559
      840.005      3.10857     0.105867
      835.005      3.10825     0.106179
      830.005      3.10796     0.106493
      825.005      3.10767     0.106810
      820.005      3.10735     0.107130
      815.005      3.10706     0.107453
      810.005      3.10674     0.107779
      805.005      3.10642     0.108108
      800.005      3.10606     0.108439
      795.005      3.10574     0.108774
      790.005      3.10545     0.109113
      785.005      3.10512     0.109454
      780.005      3.10477     0.109798
      775.005      3.10444     0.110146
      770.005      3.10412     0.110497
      765.005      3.10376     0.110851
      760.005      3.10340     0.111209
      755.005      3.10304     0.111570
      750.005      3.10272     0.111936
      745.005      3.10236     0.112305
      740.005      3.10204     0.112678
      735.005      3.10164     0.113053
      730.005      3.10128     0.113433
      725.005      3.10092     0.113817
      720.005      3.10053     0.114205
      715.005      3.10017     0.114597
      710.005      3.09977     0.114992
      705.005      3.09941     0.115393
      700.005      3.09902     0.115797
      695.005      3.09862     0.116206
      690.005      3.09826     0.116619
      685.005      3.09787     0.117037
      680.005      3.09747     0.117459
      675.005      3.09704     0.117885
      670.005      3.09665     0.118317
      665.005      3.09625     0.118753
      660.005      3.09582     0.119194
      655.005      3.09539     0.119640
      650.005      3.09496     0.120091
      645.005      3.09453     0.120547
      640.005      3.09409     0.121009
      635.005      3.09366     0.121476
      630.005      3.09323     0.121949
      625.005      3.09276     0.122427
      620.005      3.09230     0.122911
      615.005      3.09187     0.123401
      610.005      3.09143     0.123897
      605.005      3.09097     0.124399
      600.005      3.09046     0.124906
      595.005      3.09000     0.125420
      590.005      3.08953     0.125941
      585.005      3.08902     0.126468
      580.005      3.08852     0.127002
      575.005      3.08805     0.127544
      570.005      3.08755     0.128092
      565.005      3.08704     0.128647
      560.005      3.08654     0.129210
      555.005      3.08600     0.129779
      550.005      3.08546     0.130357
      545.005      3.08492     0.130942
      540.005      3.08442     0.131537
      535.005      3.08384     0.132138
      530.005      3.08330     0.132748
      525.005      3.08273     0.133367
      520.005      3.08219     0.133995
      515.005      3.08161     0.134632
      510.005      3.08103     0.135277
      505.005      3.08046     0.135933
      500.005      3.07985     0.136598
      495.005      3.07923     0.137273
      490.005      3.07862     0.137958
      485.005      3.07804     0.138655
      480.005      3.07739     0.139361
      475.005      3.07678     0.140079
      470.005      3.07613     0.140807
      465.005      3.07548     0.141548
      460.005      3.07484     0.142300
      455.005      3.07415     0.143064
      450.005      3.07350     0.143842
      445.005      3.07282     0.144633
      440.005      3.07213     0.145436
      435.005      3.07141     0.146253
      430.005      3.07072     0.147085
      425.005      3.07000     0.147931
      420.005      3.06928     0.148792
      415.005      3.06852     0.149667
      410.005      3.06780     0.150560
      405.005      3.06704     0.151468
      400.005      3.06625     0.152393
      395.005      3.06549     0.153336
      390.005      3.06469     0.154296
      385.005      3.06389     0.155275
      380.005      3.06310     0.156274
      375.005      3.06227     0.157291
      370.005      3.06143     0.158330
      365.005      3.06060     0.159390
      360.005      3.05977     0.160472
      355.005      3.05886     0.161575
      350.005      3.05799     0.162703
      345.005      3.05712     0.163855
      340.005      3.05621     0.165032
      335.005      3.05531     0.166235
      330.005      3.05440     0.167466
      325.005      3.05345     0.168724
      320.005      3.05251     0.170012
      315.005      3.05156     0.171330
      310.005      3.05055     0.172678
      305.005      3.04960     0.174062
      300.005      3.04858     0.175479
      295.005      3.04763     0.176933
      290.005      3.04657     0.178422
      285.005      3.04558     0.179953
      280.005      3.04452     0.181522
      275.005      3.04349     0.183135
      270.005      3.04243     0.184792
      265.005      3.04140     0.186497
      260.005      3.04037     0.188252
      255.005      3.03930     0.190057
      250.005      3.03823     0.191917
      245.005      3.03719     0.193834
      240.005      3.03615     0.195811
      235.005      3.03511     0.197851
      230.005      3.03406     0.199958
      225.005      3.03305     0.202136
      220.005      3.03206     0.204390
      215.005      3.03111     0.206723
      210.005      3.03019     0.209141
      205.005      3.02927     0.211647
      200.005      3.02848     0.214251
      195.005      3.02772     0.216957
      190.005      3.02706     0.219773
      185.005      3.02650     0.222706
      180.005      3.02608     0.225766
      175.005      3.02582     0.228963
      170.005      3.02576     0.232308
      165.005      3.02597     0.235816
      160.005      3.02649     0.239498
      155.005      3.02742     0.243374
      150.005      3.02882     0.247461
      145.005      3.03084     0.251781
      140.005      3.03369     0.256366
      135.005      3.03757     0.261246
      130.005      3.04290     0.266464
      125.005      3.05022     0.272078
      120.005      3.06001     0.278142
      115.005      3.07516     0.284846
      110.005      3.09241     0.292061
      105.005      3.14274     0.301420
      100.005      3.15797     0.306976
      99.5050      3.17492     0.292133
      99.0050      3.20298     0.280528
      98.5050      3.24013     0.276489
      98.0050      3.28323     0.285824
      97.5050      3.32844     0.315112
      97.0050      3.36810     0.366130
      96.5050      3.39005     0.432745
      96.0050      3.38571     0.505879
      95.5050      3.35534     0.577136
      95.0050      3.30321     0.635996
      94.5050      3.23481     0.667984
      94.0050      3.16029     0.665789
      93.5050      3.09635     0.636888
      93.0050      3.05521     0.591796
      92.5050      3.03734     0.536955
      92.0050      3.04015     0.480747
      91.5050      3.06301     0.436408
      91.0050      3.10112     0.412302
      90.5050      3.14186     0.405963
      90.0050      3.17551     0.412795
      89.5050      3.20159     0.429993
      89.0050      3.21999     0.452772
      88.5050      3.22841     0.474581
      88.0050      3.22918     0.491510
      87.5050      3.22926     0.503311
      87.0050      3.23197     0.511416
      86.5050      3.23626     0.518106
      86.0050      3.24268     0.525146
      85.5050      3.25215     0.533607
      85.0050      3.26292     0.544969
      84.5050      3.27253     0.560165
      84.0050      3.28049     0.577865
      83.5050      3.28674     0.596664
      83.0050      3.29091     0.616529
      82.5050      3.29310     0.637006
      82.0050      3.29373     0.656995
      81.5050      3.29336     0.676523
      81.0050      3.29242     0.696383
      80.5050      3.29075     0.716657
      80.0050      3.28815     0.737355
      79.5050      3.28463     0.758877
      79.0050      3.27970     0.781319
      78.5050      3.27259     0.804348
      78.0050      3.26310     0.827375
      77.5050      3.25139     0.849740
      77.0050      3.23752     0.871126
      76.5050      3.22171     0.891028
      76.0050      3.20449     0.908759
      75.5050      3.18643     0.924334
      75.0050      3.16809     0.938085
      74.5050      3.14968     0.950087
      74.0050      3.13143     0.960466
      73.5050      3.11376     0.969452
      73.0050      3.09637     0.977465
      72.5050      3.07916     0.984568
      72.0050      3.06226     0.990324
      71.5050      3.04606     0.994804
      71.0050      3.03075     0.998131
      70.5050      3.01624      1.00021
      70.0050      3.00357      1.00096
      69.5050      2.99369      1.00098
      69.0050      2.98653      1.00189
      68.5050      2.98153      1.00454
      68.0050      2.97823      1.00953
      67.5050      2.97630      1.01767
      67.0050      2.97386      1.02991
      66.5050      2.96902      1.04591
      66.0050      2.96100      1.06379
      65.5050      2.94962      1.08263
      65.0050      2.93466      1.10161
      64.5050      2.91614      1.11963
      64.0050      2.89485      1.13529
      63.5050      2.87182      1.14830
      63.0050      2.84779      1.15875
      62.5050      2.82324      1.16652
      62.0050      2.79880      1.17168
      61.5050      2.77507      1.17427
      61.0050      2.75274      1.17451
      60.5050      2.73256      1.17302
      60.0050      2.71484      1.17077
      59.5050      2.69956      1.16851
      59.0050      2.68659      1.16696
      58.5050      2.67558      1.16681
      58.0050      2.66609      1.16879
      57.5050      2.65741      1.17330
      57.0050      2.64884      1.18055
      56.5050      2.63957      1.19070
      56.0050      2.62890      1.20364
      55.5050      2.61639      1.21923
      55.0050      2.60045      1.23803
      54.5050      2.57948      1.25841
      54.0050      2.55331      1.27838
      53.5050      2.52257      1.29652
      53.0050      2.48749      1.31205
      52.5050      2.44853      1.32358
      52.0050      2.40789      1.32863
      51.5050      2.36911      1.32892
      51.0050      2.33224      1.32700
      50.5050      2.29691      1.32387
      50.0050      2.26268      1.31990
      49.5050      2.23003      1.31671
      49.0050      2.19607      1.31639
      48.5050      2.15729      1.31684
      48.0050      2.11373      1.31466
      47.5050      2.06671      1.30788
      47.0050      2.01660      1.29685
      46.5050      1.96184      1.27714
      46.0050      1.91049      1.24206
      45.5050      1.87317      1.19989
      45.0050      1.84661      1.15981
      44.5050      1.82626      1.12675
      44.0050      1.80818      1.09058
      43.5050      1.81821      1.07299
      43.0050      1.79082      1.11497
      42.5050      1.68421      1.12539
      42.0050      1.57937      1.04906
      41.5050      1.52923     0.933820
      41.0050      1.53344     0.825713
      40.5050      1.56418     0.758956
      40.0050      1.57606     0.722532
      39.5050      1.57750     0.673484
      39.0050      1.59439     0.628576
      38.5050      1.60089     0.600461
      38.0050      1.60188     0.561162
      37.5050      1.60653     0.522247
      37.0050      1.61536     0.481357
      36.5050      1.62361     0.446663
      36.0050      1.63191     0.405358
      35.5050      1.64796     0.366568
      35.0050      1.66322     0.332167
      34.5050      1.68127     0.296782
      34.0050      1.69888     0.267496
      33.5050      1.71232     0.233890
      33.0050      1.73312     0.195256
      32.5050      1.75867     0.161447
      32.0050      1.78669     0.128150
      31.5050      1.81745    0.0971932
      31.0050      1.85242    0.0670845
      30.5050      1.89008    0.0376794
      30.0050      1.94174    0.0109813
      29.5050      1.99612   0.00319423
      29.0050      2.04227   0.00354009
      28.5050      2.08652   0.00307928
      28.0050      2.13152    0.0138402
      27.5050      2.17023    0.0218868
      27.0050      2.21173    0.0367890
      26.5050      2.24820    0.0611266
      26.0050      2.27429    0.0867084
      25.5050      2.29966     0.103999
      25.0050      2.32815     0.129712
      24.9550      2.33070     0.132751
      24.9050      2.33314     0.135860
      24.8550      2.33544     0.139044
      24.8050      2.33764     0.142285
      24.7550      2.33971     0.145547
      24.7050      2.34172     0.148806
      24.6550      2.34367     0.152037
      24.6050      2.34559     0.155215
      24.5550      2.34752     0.158313
      24.5050      2.34935     0.161333
      24.4550      2.35112     0.164273
      24.4050      2.35280     0.167131
      24.3550      2.35436     0.169910
      24.3050      2.35577     0.172602
      24.2550      2.35706     0.175232
      24.2050      2.35831     0.177812
      24.1550      2.35954     0.180353
      24.1050      2.36080     0.182867
      24.0550      2.36215     0.185412
      24.0050      2.36359     0.187935
      23.9550      2.36509     0.190405
      23.9050      2.36676     0.192816
      23.8550      2.36851     0.195159
      23.8050      2.37040     0.197346
      23.7550      2.37238     0.199488
      23.7050      2.37441     0.201702
      23.6550      2.37648     0.204060
      23.6050      2.37850     0.206620
      23.5550      2.38044     0.209563
      23.5050      2.38231     0.212798
      23.4550      2.38417     0.216171
      23.4050      2.38600     0.219597
      23.3550      2.38789     0.223000
      23.3050      2.38985     0.226158
      23.2550      2.39185     0.229150
      23.2050      2.39382     0.232137
      23.1550      2.39569     0.235194
      23.1050      2.39743     0.238391
      23.0550      2.39893     0.241948
      23.0050      2.40023     0.245749
      22.9550      2.40140     0.249633
      22.9050      2.40247     0.253510
      22.8550      2.40342     0.257288
      22.8050      2.40442     0.260730
      22.7550      2.40543     0.263967
      22.7050      2.40638     0.267103
      22.6550      2.40730     0.270202
      22.6050      2.40815     0.273327
      22.5550      2.40889     0.276711
      22.5050      2.40960     0.280151
      22.4550      2.41040     0.283580
      22.4050      2.41126     0.286939
      22.3550      2.41226     0.290162
      22.3050      2.41352     0.293081
      22.2550      2.41481     0.295951
      22.2050      2.41610     0.298864
      22.1550      2.41732     0.301912
      22.1050      2.41827     0.305239
      22.0550      2.41894     0.308929
      22.0050      2.41954     0.312810
      21.9550      2.42013     0.316821
      21.9050      2.42080     0.320893
      21.8550      2.42172     0.324873
      21.8050      2.42287     0.328786
      21.7550      2.42408     0.332705
      21.7050      2.42519     0.336645
      21.6550      2.42616     0.340651
      21.6050      2.42678     0.344793
      21.5550      2.42714     0.349016
      21.5050      2.42734     0.353314
      21.4550      2.42740     0.357665
      21.4050      2.42735     0.362057
      21.3550      2.42731     0.366455
      21.3050      2.42717     0.370782
      21.2550      2.42701     0.374997
      21.2050      2.42679     0.379067
      21.1550      2.42649     0.382879
      21.1050      2.42613     0.386577
      21.0550      2.42575     0.390261
      21.0050      2.42535     0.394006
      20.9550      2.42491     0.397933
      20.9050      2.42441     0.402111
      20.8550      2.42393     0.406428
      20.8050      2.42343     0.410836
      20.7550      2.42293     0.415281
      20.7050      2.42246     0.419650
      20.6550      2.42196     0.423992
      20.6050      2.42133     0.428319
      20.5550      2.42054     0.432647
      20.5050      2.41955     0.436993
      20.4550      2.41831     0.441367
      20.4050      2.41684     0.445792
      20.3550      2.41517     0.450264
      20.3050      2.41324     0.454769
      20.2550      2.41111     0.459312
      20.2050      2.40883     0.463788
      20.1550      2.40652     0.468129
      20.1050      2.40418     0.472243
      20.0550      2.40203     0.476132
      20.0050      2.39983     0.479641
      19.9550      2.39749     0.482684
      19.9050      2.39494     0.485238
      19.8550      2.39192     0.487152
      19.8050      2.38863     0.488647
      19.7550      2.38543     0.490196
      19.7050      2.38260     0.492097
      19.6550      2.38048     0.494726
      19.6050      2.37926     0.498294
      19.5550      2.37827     0.502159
      19.5050      2.37718     0.505973
      19.4550      2.37560     0.509340
      19.4050      2.37293     0.511779
      19.3550      2.37011     0.513465
      19.3050      2.36757     0.514454
      19.2550      2.36564     0.514914
      19.2050      2.36531     0.514800
      19.1550      2.36551     0.514894
      19.1050      2.36578     0.515642
      19.0550      2.36572     0.517389
      19.0050      2.36432     0.521006
      18.9550      2.36224     0.525393
      18.9050      2.35972     0.529809
      18.8550      2.35714     0.533648
      18.8050      2.35497     0.535640
      18.7550      2.35330     0.536609
      18.7050      2.35215     0.537129
      18.6550      2.35152     0.537699
      18.6050      2.35165     0.539330
      18.5550      2.35192     0.541594
      18.5050      2.35191     0.544219
      18.4550      2.35134     0.546984
      18.4050      2.34935     0.549369
      18.3550      2.34700     0.551574
      18.3050      2.34494     0.553661
      18.2550      2.34370     0.555686
      18.2050      2.34458     0.557841
      18.1550      2.34613     0.560022
      18.1050      2.34775     0.562231
      18.0550      2.34868     0.564459
      18.0050      2.34767     0.566630
      17.9550      2.34610     0.568998
      17.9050      2.34447     0.571662
      17.8550      2.34362     0.574771
      17.8050      2.34418     0.578413
      17.7550      2.34514     0.582153
      17.7050      2.34598     0.585752
      17.6550      2.34591     0.588865
      17.6050      2.34477     0.591472
      17.5550      2.34339     0.594023
      17.5050      2.34213     0.596793
      17.4550      2.34183     0.600184
      17.4050      2.34214     0.604204
      17.3550      2.34257     0.608734
      17.3050      2.34269     0.613613
      17.2550      2.34180     0.618851
